T,H,PM2.5,E,current
23.715,83.97833333,5.0,20.01004135291828,1337.5
23.48666667,84.23166667,5.0,19.876395419246318,1323.718333
22.615,89.43,6.0,19.636488854935344,2175.833333
22.72,88.13166667,5.0,19.607850598941635,1728.1666670000002
23.44166667,83.66833333,4.0,19.80137566006095,932.5983332999999
23.58833333,82.635,5.0,19.854990107169662,854.5266667000001
23.61666667,83.05,8.5,19.97406479043841,843.2416667000001
24.07333333,83.71333333,8.5,20.304983242615485,986.3583332999999
27.29333333,73.54166667,8.5,21.95010290962521,373.1816667
30.31833333,64.45833333,8.5,23.678383115621855,135.025
32.25833333,59.43833333,8.5,24.8769780901313,39.33833333
33.56166667,55.755,12.0,25.78609173108308,14.69
35.14,53.80333333,15.0,26.957260328276096,5.7816666670000005
33.955,58.56333333,23.0,26.62716616144814,8.98
31.98833333,62.135,27.0,25.63201613461628,22.25666667
31.31,65.18,28.0,25.34218245929107,42.23
30.43166667,69.10833333,29.0,24.964707933218303,90.47833333
30.425,70.83833333,27.0,24.875098479134483,176.10666669999998
30.925,69.44333333,22.0,24.835560519580778,306.295
28.522033899999997,76.12542373,28.0,23.900931904630365,622.4864407
26.01666667,86.38166667,24.0,22.46305081991977,1497.936667
25.62,88.98,25.0,22.417908189659446,2293.5
25.43166667,90.11833333,19.0,21.966777679886025,2175.166667
25.1,91.99833333,22.0,22.044443140199107,2572.5
25.48333333,90.985,23.0,22.295830652812814,1905.3333329999998
25.98166667,90.41166667,22.0,22.511889452506054,1617.0
25.83666667,91.54833333,22.0,22.480468667761855,1817.1666670000002
25.67666667,91.83166667,20.0,22.271118436311177,1764.0
25.44166667,92.48,22.0,22.283203611897335,2280.0
25.76333333,90.805,23.0,22.46137276076171,1546.166667
25.73666667,91.76666667,29.5,22.99061496812875,1664.333333
25.26,92.03333333,29.5,22.71416204419176,1571.0
27.49666667,83.855,29.5,23.69937761823619,781.8733333
31.48833333,67.8,36.0,26.20423981347387,217.345
33.89166667,60.03666667,37.0,27.64726795766651,33.59666667
34.51833333,55.56166667,34.0,27.69468645484087,9.471666667000001
35.355737700000006,53.944262300000005,30.0,27.92391762403875,6.372131147999999
32.23166667,57.41333333,25.0,25.521176395432715,19.52333333
30.81,58.595,25.0,24.58002630033174,37.91
30.66333333,60.11,20.0,24.22277447475933,43.13
30.525,60.35666667,12.0,23.78258911472162,51.44166667
30.31166667,65.1,11.0,23.76432970708413,100.615
30.34666667,66.68333333,11.0,23.84565133203803,165.445
28.20833333,73.98333333,14.0,22.77168493440968,370.6666667
27.83166667,74.14333333,16.0,22.611779054790436,391.28333330000004
27.71,61.88166667,15.0,21.997143162423182,171.435
27.12833333,53.98333333,16.0,21.368373261068616,63.25
26.83833333,48.93333333,12.0,20.830598038922904,42.32666667
26.34833333,47.38166667,10.0,20.36755802236266,34.16833333
25.28833333,53.48833333,15.0,20.030225052557263,39.925
24.26333333,59.49333333,12.0,19.415257897273385,70.205
24.11333333,61.535,13.0,19.438428020390283,99.56666667
24.60666667,64.015,14.0,19.91997578515684,130.40166670000002
24.39,66.295,17.0,20.02522204433699,170.9066667
24.04833333,69.38666667,21.0,20.18560425351663,253.95833330000002
24.13333333,72.05333333,21.0,20.361679291020042,328.6116667
27.49833333,62.32666667,21.0,22.191629623195443,121.45333329999998
30.41833333,54.16833333,21.0,23.92594532658415,38.995
28.9,57.32666667,21.0,22.975055326362387,3.5716666669999997
30.33,53.01166667,25.0,24.084296498770843,0.26
31.92833333,44.85666667,26.0,25.047475946332654,6.4066666670000005
31.90166667,44.475,23.0,24.82541948805274,9.611666667
31.25833333,47.445,20.0,24.272430906851632,13.68666667
31.77333333,47.855,17.0,24.49605530439568,17.37
31.31,46.75833333,18.0,24.18799357461036,21.75
31.145,42.41,11.0,23.685310319900815,19.83833333
31.78333333,42.23333333,13.0,24.20537005139754,21.80666667
29.645,52.28,11.0,22.876988194471753,30.05666667
27.70166667,63.08333333,12.0,21.914112938693442,145.7016667
26.57666667,71.13666667,15.0,21.593652281338347,342.9633333
25.82333333,73.845,22.0,21.608591196504918,431.71666669999996
25.47,74.79,30.0,22.05261174328338,455.56333330000007
24.755,78.02,30.0,21.751479003736733,602.9683332999999
24.015,82.47333333,27.0,21.246818634499068,981.4566667000001
23.475,85.87,25.0,20.928326042710633,1314.166667
23.205,87.80333333,26.0,20.948609861281202,1545.333333
23.11666667,88.74,23.0,20.71371213835925,1676.833333
22.77333333,90.265,24.0,20.666545553351963,2063.666667
22.60833333,90.56833333,27.0,20.828556283685007,2052.5
22.87833333,91.39833333,27.0,21.035632189095548,2203.0
24.75166667,85.07666667,27.0,21.83375096859402,1013.65
28.26333333,69.59,30.0,23.632806165662767,243.7816667
28.88166667,63.68,31.0,23.90792999868027,43.76833333
29.67166667,58.61333333,25.0,23.803664789216167,28.46833333
31.67,51.13333333,24.0,24.89252840726871,8.573333332999999
31.95423729,46.8,19.0,24.69423275400457,7.044067797
32.38833333,44.51166667,14.0,24.727494986460087,5.881666667
32.1,45.47,11.0,24.443151018230036,11.46166667
31.70666667,47.12666667,9.0,24.147851573806886,26.27333333
31.255,46.36666667,21.0,24.298725167488307,38.48666667
31.43166667,46.80666667,19.0,24.32545482026826,54.01833333
29.10666667,52.70333333,19.0,22.858378548047213,65.17333333
27.42333333,58.605,19.0,21.888090540105267,118.215
26.76666667,59.20833333,19.0,21.46120393473792,112.29833329999998
26.15166667,65.00833333,19.0,21.264518895153397,159.2583333
25.21,68.49666667,19.0,20.78043291377045,179.7483333
24.525,70.59833333,19.0,20.421197612937867,198.87
23.325,73.64666667,19.0,19.783583621296398,279.40166669999996
22.745,75.6,19.0,19.508731472087057,348.65
21.85333333,81.45666667,19.0,19.25709417518536,631.3366667
21.55,82.92166667,19.0,19.151443847483083,729.68
21.51333333,83.39333333,19.0,19.155559547006412,717.3633332999999
21.34,84.45333333,19.0,19.110016986835078,759.485
22.19,82.19666667,19.0,19.506564709132363,715.915
29.47666667,57.875,19.0,23.276057236975547,177.07
33.50166667,46.21,17.0,25.683520104117594,12.36333333
34.24,46.63,17.0,26.21943571665874,6.296666667
33.50666667,50.20666667,15.0,25.70236616158313,11.61166667
32.34333333,54.45333333,11.0,24.853550104334435,18.04833333
31.17666667,58.18,8.0,24.06099379868067,21.985
30.72333333,58.74333333,9.0,23.782098370290775,24.55666667
30.19333333,58.015,8.0,23.360921023833008,32.93166667
29.785,58.29833333,8.0,23.082220052406687,42.44666667
29.1,59.87166667,7.0,22.631665296835024,68.90666667
29.815,58.28333333,7.0,23.081429702744295,127.34666670000001
27.37166667,66.33833333,8.0,21.691051392528856,177.52333330000002
25.89833333,72.56833333,8.0,20.949922254085305,264.565
25.62666667,73.72,9.0,20.846311893472855,335.33666669999997
25.63,73.35833333,12.0,20.93151913494145,323.06
25.56833333,72.63666667,12.0,20.857491913163262,315.055
25.51333333,75.30666667,9.0,20.844138254149595,404.7666667
25.385,78.865,9.0,20.92948584593038,560.9416667
25.11333333,80.98166667,9.0,20.85548866250122,656.985
24.97166667,81.78166667,10.0,20.833244381295067,677.7116667
24.95666667,82.26166667,10.0,20.847992440538476,710.3583332999999
24.535,84.535,11.0,20.72582253554729,922.895
24.32166667,83.97166667,11.0,20.558085145474667,872.39
24.925,79.95666667,11.0,20.743708982115695,659.7133332999999
29.74833333,60.71833333,11.0,23.218597921477336,248.14833330000002
33.67666667,46.97833333,11.0,25.610640187650315,22.58833333
34.99166667,43.94,11.0,26.48805287000229,8.09
32.31333333,52.575,11.0,24.779556555234116,22.44833333
31.25166667,56.18333333,11.0,24.13050707928309,34.33
29.86333333,62.36166667,11.0,23.355421320672992,41.345
29.28666667,64.13,11.0,23.016506443708394,44.10166667
28.97833333,62.53166667,11.0,22.744644151668968,41.595
28.85666667,60.59833333,11.0,22.591639856428397,35.04833333
28.25166667,63.57666667,11.0,22.278362702469643,61.14333333
28.38333333,69.91166667,11.0,22.613941857598707,225.4
26.445,74.52666667,11.0,21.494870882008964,306.255
25.69333333,75.82333333,11.0,21.05150304794607,318.975
25.50666667,75.00166667,11.0,20.8886671284245,285.92
25.47333333,76.16,11.0,20.920918263162918,323.3833333
25.36833333,77.30833333,11.0,20.90600618611161,411.47
25.40166667,74.44833333,11.0,20.79285444502801,314.785
25.47166667,76.28333333,11.0,20.925651212818927,337.28833330000003
25.32833333,77.39833333,11.0,20.88384270803328,398.0066667
24.43666667,69.99333333,11.0,19.942871844195224,170.07166669999998
24.685,73.495,11.0,20.27092430490036,256.6383333
25.025,72.60166667,11.0,20.455851663824784,188.595
25.01333333,72.18833333,11.0,20.42902636133547,168.16666669999998
24.95833333,70.46666667,11.0,20.313828104923253,129.82333329999997
25.65166667,71.51,11.0,20.82633455291734,153.175
27.79333333,70.09,11.0,22.217519786544557,172.505
27.22333333,73.26166667,13.0,22.035755639642453,26.08166667
27.11833333,76.80833333,11.0,22.05017792023631,103.415
26.80512821,85.42820513,10.0,22.221225247814562,158.3410256
27.11538462,79.2,11.0,22.157923850564853,96.02307692
25.4137931,95.90344828,10.0,21.881662835083993,238.0
26.30166667,89.76166667,10.0,22.114557333491785,230.7883333
26.075,88.4,9.0,21.86695569232261,342.705
25.75833333,90.37333333,11.0,21.827228402300303,568.675
25.66666667,91.96833333,12.0,21.88956219574908,825.4566667
25.81,93.08666667,11.0,22.008041445174353,1139.376667
25.956,94.024,13.0,22.22450162644823,1340.0
26.28813559,99.5440678,8.0,22.591222950341876,2553.898305
26.49833333,99.67166667,9.0,22.756845260235334,3032.5
26.59666667,99.66333333,8.0,22.794321273055832,4612.166667
26.6,99.50833333,8.5,22.799584847700345,4746.166667
26.6,99.34285714,8.5,22.79020189558662,4941.428571
34.21578947,78.58157895,8.5,26.912034392401555,123.82368419999999
37.00166667,62.63666667,8.5,28.342784228110435,55.70333333
36.66,61.76833333,8.5,28.07432116063998,40.66666667
36.165,62.64333333,8.5,27.747076937742744,41.95166667
33.51166667,71.54,8.5,26.162520812006036,44.98
32.65833333,74.77,8.5,25.686399621157307,69.405
32.05166667,77.23166667,8.5,25.3617998574524,125.365
30.84333333,81.11,8.5,24.692291073417973,158.945
28.99333333,87.495,8.5,23.733168340660523,356.5083333
27.94666667,92.5,8.5,23.290225056198846,905.1916667000002
27.66166667,94.49166667,8.5,23.208250608960647,1125.0
27.37666667,95.94,8.5,23.10073358502534,1723.6666670000002
27.13333333,97.20666667,8.5,23.012652501484997,3012.166667
26.94,98.11333333,8.5,22.938534519506867,4209.666667
27.17333333,98.29166667,8.5,23.098176048028527,2057.833333
27.245,98.02833333,8.5,23.129700763540992,1156.431667
26.99833333,97.37666667,8.5,22.93517297016259,839.72
27.14137931,98.2862069,8.5,23.077351692774034,1384.8275859999999
27.12666667,98.41166667,8.5,23.07485709908907,1450.333333
27.37333333,98.11,8.5,23.216769746608332,1080.311667
29.13898305,89.80847458,11.0,24.009085140916444,308.6898305
31.19491525,90.43220339,8.0,25.335011327802302,68.16440678
30.08833333,88.675,9.0,24.532965237250576,73.56166667
29.071875,86.471875,22.0,24.30257116649871,120.575
26.88965517,99.31034483,15.0,23.191600220585876,1138.503448
26.87,99.19666667,17.0,23.263792257921068,910.9183332999999
26.495,100.235,17.0,23.08613310138794,3003.645
26.38166667,100.5233333,16.0,22.984169391199533,3956.833333
26.48666667,101.2833333,15.0,23.0488792356536,6779.833333
26.595,100.3733333,19.0,23.258998605717906,4342.833333
26.74,99.83666667,16.0,23.170600979540797,1120.623333
31.20169492,74.34237288,13.0,24.790285142399394,159.50677969999998
31.455,72.34166667,13.0,24.887925048619746,140.9183333
32.245,70.71333333,13.0,25.37433615463301,122.665
32.01,71.72333333,13.0,25.24841717160824,107.62166670000002
31.67833333,72.76666667,13.0,25.058112764507527,102.3983333
29.505,80.17166667,13.0,23.87528080308989,104.965
28.73833333,83.01166667,13.0,23.487722381179587,123.305
28.18666667,83.73,13.0,23.15348381711198,179.75
27.59833333,84.37,13.0,22.79391561615092,315.9933333
26.66166667,87.79166667,13.0,22.348847352621302,466.46333330000004
26.24,89.19666667,13.0,22.147779100521753,586.6283333
26.21833333,88.31333333,13.0,22.087669193270617,513.7216666999999
26.315,86.66,13.0,22.06529128858262,442.105
26.33166667,85.90833333,13.0,22.037919234231552,410.9233333
26.28333333,86.02,13.0,22.012063891670753,389.2316667
26.29,85.82666667,13.0,22.006599370458915,375.7916667
26.025,86.11166667,13.0,21.848523749372802,376.48
25.88666667,87.27333333,13.0,21.818696212142807,376.7983333
25.975,84.665,13.0,21.74227794355964,285.4266667
25.79,84.31666667,13.0,21.60399644089997,267.0783333
25.6,82.97833333,13.0,21.412398497807754,232.6933333
25.14,81.26,13.0,21.025654339401665,185.66
25.90166667,75.37,13.0,21.244097516979835,136.57166669999998
25.415,72.71333333,13.0,20.798113131278903,103.4383333
27.30333333,62.86833333,13.0,21.669408698238133,58.155
29.30666667,55.28166667,7.0,22.62546536716785,33.27666667
30.55666667,52.48666667,9.0,23.47263610448458,19.45833333
28.25,61.34166667,6.0,22.068858735967613,30.39833333
27.945,63.54666667,6.0,21.937554481602664,32.765
26.78,67.44166667,7.0,21.305794180033658,52.445
27.02833333,67.93666667,5.0,21.459727329005894,51.59833333
27.115,65.31833333,6.0,21.430636517544617,44.92
27.705,60.23166667,6.0,21.64785655343267,33.63333333
27.05166667,61.46333333,5.0,21.220731257135927,30.45
26.03833333,66.955,8.0,20.8011489717969,54.11166667
25.86833333,69.54666667,7.0,20.772067552516553,80.21833333
25.575,73.815,8.0,20.78904822677075,129.63
25.38,73.89166667,12.0,20.789097181996986,132.52
24.71833333,73.89666667,10.0,20.277897891814973,141.2483333
23.94333333,76.89666667,11.0,19.946651314542876,193.59
23.38,80.98833333,12.0,19.83001145139421,304.8066667
23.64666667,80.03166667,13.0,19.99309592990676,314.11
24.085,70.285,12.0,19.759842630319707,163.16
24.05666667,62.23833333,12.0,19.386691443314493,91.17
22.94,68.855,16.5,19.155433926826092,96.77
24.06833333,67.54,16.5,19.838331588847335,100.1483333
28.67166667,56.62833333,16.5,22.550026301216775,59.31833333
33.46333333,45.97666667,16.5,25.629211738950453,28.81166667
35.335,41.46166667,16.5,26.870641642686998,10.71833333
35.74,41.67666667,16.5,27.1657977736968,5.9
34.61666667,48.83333333,16.5,26.51883782457702,5.886666667
33.64,52.49166667,16.5,25.916578815640907,13.89166667
32.01666667,57.90666667,16.5,24.92481531257561,25.355
30.35833333,62.11166667,16.5,23.902505654867856,24.48833333
29.59333333,62.10166667,16.5,23.372471354147386,26.68
29.12333333,61.30333333,16.5,23.020074021741458,30.12166667
28.23666667,63.32,16.5,22.48159009877745,63.64166667
26.33333333,69.23,16.5,21.42184572511933,131.4766667
25.43333333,73.07,16.5,20.989543831967605,254.0466667
25.33833333,74.77666667,16.5,21.004943433440303,319.64666669999997
25.30166667,75.64666667,16.5,21.021301670601463,344.9833333
25.21,75.82833333,16.5,20.969614883513543,305.5766667
25.05666667,76.265,16.5,20.889705749073464,295.6783333
24.855,77.3,16.5,20.807456587723546,325.45
24.32166667,80.415,21.0,20.884304473220972,418.59166669999996
24.64666667,79.84666667,14.5,20.69855157914224,399.0116667
24.77,77.92166667,14.5,20.68355876478218,307.915
24.53,78.05666667,14.5,20.533462278710072,296.39
24.42166667,79.04666667,14.5,20.51217935902611,322.40833330000004
24.46666667,79.045,14.5,20.54135494753755,330.39
26.07,72.45333333,14.5,21.28863375226708,200.4916667
30.735,58.435,14.5,23.959142363093886,81.77333333
33.17,51.91,14.5,25.48809182147616,26.31
32.54,53.93833333,14.5,25.096432874642492,18.39166667
35.375,45.53333333,8.0,26.728935239246468,11.19
35.06166667,47.96666667,8.0,26.55830173209298,9.48
34.03666667,51.01333333,8.0,25.895806156543,12.46
31.43833333,56.83833333,9.0,24.22794081152481,21.10666667
28.50333333,65.02666667,8.0,22.422897267740876,50.22833333
28.31,66.14666667,7.0,22.309392422255186,43.01166667
27.33,69.8,4.0,21.73052460020236,81.645
26.255,73.76,5.0,21.18368363741302,157.3666667
25.17,78.04833333,6.0,20.675416072299015,327.2683333
25.13333333,79.69166667,6.0,20.732477159074175,384.3183333
25.175,80.48636364,6.0,20.799878191130688,412.7886364
24.94137931,82.27241379,7.0,20.757631906125525,478.15517239999997
25.16949153,82.76440678,7.0,20.932656670933625,531.1457627
25.39,82.66333333,8.5,21.10877763879157,502.43
25.88181818,82.68181818,10.0,21.4760305332565,442.4295455
25.99333333,84.405,10.0,21.63611324838754,494.22833330000003
26.16923077,87.11923077,13.0,21.994029229645346,604.5038462
32.32413793,80.18275862,14.5,25.84463413693288,64.45172414
34.46333333,64.94666667,14.5,26.780725486649782,36.10333333
32.74666667,66.205,14.5,25.619460328251737,28.16833333
31.025,72.27666667,16.0,24.70545600336172,39.045
30.25666667,75.25333333,25.0,24.79343065574811,61.21833333
28.5,82.735,26.0,24.022708900642325,107.89333329999998
27.65531915,86.51914894,27.0,23.727962966347693,174.0319149
23.76779661,92.44576271,27.0,21.625325444222568,110.259322
24.26666667,87.805,30.0,21.935130751376825,97.02333333
24.54,83.27166667,37.0,22.567803386904863,92.80833333
24.09833333,81.53833333,42.5,22.863101208234923,88.54333333
23.62,81.39,48.0,23.29798531418543,87.87
23.535,82.125,48.0,23.28454513137416,88.465
23.315,80.75666667,39.0,21.953747438682157,83.08666667
23.135,78.61666667,33.0,21.082128793552247,77.26666667
22.445,79.48666667,25.0,19.961174664032175,73.67333333
21.905,82.15,20.0,19.39378096581479,77.09166667
22.18333333,81.855,15.0,19.25200989275975,75.53
25.74166667,69.94833333,14.0,20.936567038885546,58.69833333
29.34333333,58.91333333,13.0,22.94334744828071,44.61
31.93833333,52.905,14.0,24.622619753499244,31.27666667
34.325,44.825,17.0,26.239186713292014,20.315
36.06833333,41.19,16.0,27.372557035932505,15.07166667
37.65166667,36.58666667,15.0,28.395200368513,11.79833333
36.39333333,39.99333333,15.0,27.546438233920064,10.455
33.255,44.72666667,11.0,25.254917439942677,10.34666667
31.63833333,43.65666667,10.0,24.03984395296826,10.74666667
30.885,42.08666667,12.0,23.52341341085711,10.54
29.775,44.20333333,7.0,22.64269842702676,15.67833333
27.80166667,49.96833333,8.0,21.417378083765964,21.84833333
26.44166667,52.445,7.0,20.511765461264282,23.04333333
25.52,53.75833333,8.0,19.93457041502154,23.16166667
24.74,54.77166667,9.0,19.45595206376508,22.55166667
22.67666667,62.08166667,9.0,18.336302100588185,28.00333333
21.92666667,64.885,9.0,17.960567871631447,33.94333333
21.96,66.345,10.0,18.086610542746808,39.02666667
22.18333333,71.535,10.0,18.48813355941912,54.03
21.89166667,74.73333333,9.0,18.42877457766305,68.66833333
20.735,76.94,9.0,17.805906032830794,69.915
21.17833333,76.78666667,10.0,18.114728884455975,81.58833333
21.48,77.39333333,10.0,18.340818492397506,88.93833333
21.7,74.93,13.0,18.472912702116037,76.17666667
26.31333333,61.78333333,14.0,20.990595717526517,51.67166667
28.71166667,54.64333333,17.0,22.538657298684686,32.89
35.26666667,36.295,19.0,26.8334134638148,15.27833333
37.44166667,30.67,18.0,28.26726098780981,8.775
37.10166667,29.17666667,19.0,28.044250677551656,7.671666667
37.58166667,30.07333333,18.0,28.360212650154242,6.371666667
35.09,36.44833333,18.0,26.663617077076253,7.316666667000001
33.53,44.04,25.0,26.08275737340667,10.42
