num,date,current,volume,T,H,AQI,CO,NO2,O3,PM10,PM2.5,SO2
0,2018/8/2 18:00,0.1,1.83E-07,28.39166667,85.35333333,48,0.45,18,69,39,15,6
1,2018/8/2 19:00,0.1,5.43E-07,26.85,92.23833333,46,0.425,20,69,40,13,6
2,2018/8/2 20:00,0.1,9.03E-07,26.52666667,93.455,43,0.413,24,45,33,13,6
3,2018/8/2 21:00,0.1,1.26E-06,26.84833333,91.55,39,0.387,20,42,32,10,5
4,2018/8/2 22:00,0.1,1.62E-06,27.71333333,86.365,35,0.387,19,40,27,12,5
5,2018/8/2 23:00,0.1,1.98E-06,27.915,85.94,31,0.413,21,37,25,12,5
6,2018/8/3 0:00,0.1,2.34E-06,27.06166667,89.71,32,0.375,14,40,31,10,5
7,2018/8/3 1:00,0.1,2.70E-06,26.80333333,90.15,27,0.375,16,38,26,11,6
8,2018/8/3 2:00,0.1,3.06E-06,26.47666667,88.95666667,30,0.311,17,40,29,10,7
9,2018/8/3 3:00,0.1,3.42E-06,26.78333333,87.52833333,29,0.311,14,41,28,12,7
10,2018/8/3 4:00,0.1,3.78E-06,26.92,88.11333333,28,0.322,15,40,27,14,7
11,2018/8/3 5:00,0.1,4.14E-06,27.88166667,85.575,28,0.333,14,44,27,12,6
12,2018/8/3 6:00,0.1,4.50E-06,31.7,72.04666667,33,0.367,18,47,32,14,6
13,2018/8/3 7:00,0.1,4.86E-06,35.105,60.18333333,36,0.55,25,48,35,15,7
14,2018/8/3 8:00,0.1,5.22E-06,36.50833333,56.38166667,50,0.488,20,62,49,21,8
15,2018/8/3 9:00,0.1,5.58E-06,36.84833333,57.615,51,0.438,15,67,50,20,8
16,2018/8/3 10:00,0.1,5.94E-06,36.27166667,58.355,38,0.388,16,68,37,15,7
17,2018/8/3 11:00,0.1,6.30E-06,34.83166667,64.62666667,38,0.388,10,70,37,12,6
18,2018/8/3 12:00,0.1,6.66E-06,33.825,67.84166667,31,0.35,8,78,30,11,6
19,2018/8/3 13:00,0.1,7.02E-06,31.835,74.615,37,0.337,6,79,36,12,6
20,2018/8/3 14:00,0.1,7.38E-06,31.24333333,78.04333333,35,0.337,4,81,34,11,5
21,2018/8/3 15:00,0.1,7.74E-06,31.185,77.5,38,0.337,5,84,34,16,5
22,2018/8/3 16:00,0.1,8.10E-06,31.82833333,74.89166667,41,0.337,6,93,40,16,5
23,2018/8/3 17:00,0.1,8.46E-06,30.51166667,79.305,41,0.357,8,94,35,13,5
24,2018/8/3 18:00,0.108333333,8.83E-06,28.065,88.98333333,42,0.375,11,82,37,17,5
25,2018/8/3 19:00,0.101666667,9.22E-06,27.65166667,91.00666667,43,0.387,9,81,38,17,4
26,2018/8/3 20:00,0.1,9.58E-06,27.50166667,92.03,45,0.35,10,73,44,16,4
27,2018/8/3 21:00,0.1,9.94E-06,27.365,93.97166667,45,0.325,7,68,44,14,4
28,2018/8/3 22:00,0.165,1.04E-05,27.41666667,93.94666667,45,0.313,7,65,44,15,4
29,2018/8/3 23:00,0.231666667,1.11E-05,27.445,93.54666667,41,0.329,4,57,40,13,4
30,2018/8/4 0:00,0.401666667,1.22E-05,27.53666667,93.87166667,37,0.3,2,59,31,10,4
31,2018/8/4 1:00,0.251666667,1.37E-05,27.49166667,93.69666667,36,0.286,2,61,35,8,4
32,2018/8/4 2:00,0,1.39E-05,27.47727273,92.93181818,34,0.286,2,58,33,10,4
35,2018/8/4 5:00,19.72068966,0.000659507,27.13103448,97.38275862,38,0.3245,4.5,75.5,37,14.5,4
36,2018/8/4 6:00,13.255,0.000700447,27.415,95.755,38,0.3245,4.5,75.5,37,14.5,4
37,2018/8/4 7:00,6.846666667,0.00073761,28.74333333,89.29333333,44,0.363,7,89,43,21,4
38,2018/8/4 8:00,1.483333333,0.00074971,29.945,83.78666667,49,0.363,7,90,48,20,4
40,2018/8/4 10:00,0.323728814,0.000770151,31.7559322,85.03220339,53,0.329,8,86,53,21,5
41,2018/8/4 11:00,0.111666667,0.000770851,33.28166667,74.37833333,54,0.314,9,89,55,25,5
42,2018/8/4 12:00,0.1,0.000771213,32.66333333,73.33166667,56,0.367,6,98,59,26,6
43,2018/8/4 13:00,0.078333333,0.000771528,32.17333333,75.58333333,54,0.329,7,101,55,25,7
44,2018/8/4 14:00,0.103333333,0.000771856,31.22833333,77.80666667,54,0.3,6,98,55,24,5
45,2018/8/4 15:00,0.101666667,0.000772227,30.78333333,79.85333333,53,0.343,6,98,53,22,5
46,2018/8/4 16:00,0.101666667,0.000772588,30.01166667,82.77,52,0.343,6,94,52,26,5
47,2018/8/4 17:00,0.556666667,0.000773426,28.85166667,87.53833333,50,0.329,5,91,49,20,5
48,2018/8/4 18:00,1.953333333,0.000778025,27.995,89.83166667,50,0.313,7,88,49,24,4
49,2018/8/4 19:00,4.065,0.00078837,27.825,91.96,48,0.3,8,88,46,20,4
50,2018/8/4 20:00,8.078333333,0.000809401,27.38,94.76333333,50,0.325,10,85,49,22,4
51,2018/8/4 21:00,10.04,0.000845741,27.53166667,94.925,51,0.288,9,85,50,25,5
52,2018/8/4 22:00,10.27333333,0.000879391,27.64666667,94.85166667,48,0.3,7,95,47,23,5
53,2018/8/4 23:00,12.21166667,0.000921082,27.575,96.06833333,46,0.314,6,104,45,23,4
54,2018/8/5 0:00,12.50833333,0.000965458,27.49166667,97.02,48,0.314,5,107,47,25,4
55,2018/8/5 1:00,15.15333333,0.001013761,27.35666667,97.92666667,53,0.35,7,102,47,19,4
56,2018/8/5 2:00,19.27666667,0.0010778,27.44833333,98.65,53,0.314,3,101,49,21,4
57,2018/8/5 3:00,15.62166667,0.001140243,27.59166667,98.165,52,0.35,4,92,51,19,4
58,2018/8/5 4:00,16.45333333,0.001198637,27.56166667,98.59666667,49.5,0.35,9,79.5,48.5,19,4
59,2018/8/5 5:00,15.94833333,0.001256429,27.62666667,98.33,49.5,0.35,9,79.5,48.5,19,4
60,2018/8/5 6:00,7.508333333,0.001301962,28.34833333,94.55333333,49.5,0.35,9,79.5,48.5,19,4
61,2018/8/5 7:00,2.185,0.00131642,29.775,88.79166667,47,0.35,14,67,46,19,4
62,2018/8/5 8:00,0.825,0.00132092,29.71666667,88.57,47,0.343,13,66,46,20,5
63,2018/8/5 9:00,0.401666667,0.001323116,30.71166667,85.115,49,0.343,13,62,48,21,5
64,2018/8/5 10:00,0.128333333,0.001324071,34.23,73.60166667,54,0.417,12,63,55,18,5
65,2018/8/5 11:00,0.108333333,0.001324442,32.63333333,77.50166667,53,0.357,10,67,54,19,5
66,2018/8/5 12:00,0.128333333,0.001324909,33.31333333,74.68,55,0.329,10,71,58,22,5
67,2018/8/5 13:00,0.1,0.001325289,34.055,73.33,56,0.35,8,77,60,18,4
68,2018/8/5 14:00,0.1,0.001325649,32.725,77.17666667,55,0.363,6,83,58,22,5
69,2018/8/5 15:00,0.126666667,0.001326039,31.33,82.05,53,0.35,7,82,53,21,4
70,2018/8/5 16:00,0.351666667,0.001326762,30.76,84.43166667,51,0.389,7,85,50,19,5
71,2018/8/5 17:00,0.865,0.001328917,29.75,88.175,50,0.367,7,83,49,21,4
72,2018/8/5 18:00,2.055,0.001333964,28.49666667,92.99333333,50,0.378,9,77,49,19,4
73,2018/8/5 19:00,3.175,0.001343658,28.02833333,93.92,48,0.389,12,80,47,20,4
74,2018/8/5 20:00,6.353333333,0.001360286,27.63666667,95.89833333,47,0.378,13,83,46,21,4
75,2018/8/5 21:00,5.106666667,0.001381959,27.63333333,94.39833333,48,0.333,12,73,47,24,4
76,2018/8/5 22:00,3.88,0.001398314,27.475,94.08166667,43,0.322,7,68,42,19,4
77,2018/8/5 23:00,3.703333333,0.001411167,27.21,94.43333333,39,0.325,4,60,38,17,4
78,2018/8/6 0:00,10.67833333,0.00143633,26.80333333,96.75833333,37,0.371,3,55,28,12,3
79,2018/8/6 1:00,18.155,0.001485893,26.38,98.69833333,28,0.329,3,50,27,12,4
87,2018/8/6 9:00,0,0.004832976,36.56440678,61.59491525,33,0.375,9,49,32,12,5
88,2018/8/6 10:00,0,0.004832976,35.32833333,65.27,38,0.3,6,57,37,11,5
89,2018/8/6 11:00,0,0.004832976,34.48666667,67.24333333,38,0.333,6,58,37,14,4
90,2018/8/6 12:00,0,0.004832976,35.07833333,65.59833333,34,0.311,6,59,33,14,5
91,2018/8/6 13:00,0,0.004832976,35.04166667,66.90166667,36,0.3055,6.5,56.5,35,13.5,4.5
92,2018/8/6 14:00,0,0.004832976,33.76666667,70.90833333,38,0.3,7,54,37,13,4
93,2018/8/6 15:00,0,0.004832976,33.16833333,72.88333333,35,0.275,8,49,34,13,4
94,2018/8/6 16:00,0,0.004832976,34.2,69.02333333,33,0.3,8,49,32,12,4
95,2018/8/6 17:00,0,0.004832976,31.41833333,77.38666667,31,0.311,8,51,30,13,5
96,2018/8/6 18:00,0,0.004832976,28.34166667,89.83833333,32,0.333,8,52,31,13,4
97,2018/8/6 19:00,1.108333333,0.004834327,27.81,92.59833333,35,0.333,9,47,34,14,5
98,2018/8/6 20:00,6.23,0.004846485,27.28,94.7,33,0.333,10,42,32,15,5
99,2018/8/6 21:00,15.19666667,0.004883475,27.19833333,95.99333333,29,0.322,11,36,28,14,5
100,2018/8/6 22:00,20.23833333,0.004950554,27.10833333,97.13,29,0.311,13,34,28,12,5
101,2018/8/6 23:00,20.18666667,0.005024133,27.00166667,97.33833333,28,0.337,8,42,27,12,4
102,2018/8/7 0:00,23.385,0.005102388,27.03166667,97.24833333,26,0.343,4,44,25,12,4
103,2018/8/7 1:00,25,0.005187247,26.92833333,97.07333333,28,0.343,3,45,27,9,4
104,2018/8/7 2:00,32.89166667,0.005290651,26.845,97.64333333,27,0.343,4,48,26,11,4
105,2018/8/7 3:00,48.16,0.005439519,26.84166667,98.67333333,29,0.329,3,49,28,14,4
106,2018/8/7 4:00,31.32166667,0.005591974,27.105,98.57333333,28.5,0.3715,7.5,46.5,27.5,12.5,4.5
107,2018/8/7 5:00,12.40333333,0.005665446,27.16333333,97.76166667,28.5,0.3715,7.5,46.5,27.5,12.5,4.5
108,2018/8/7 6:00,0.705,0.005684795,30.165,85.66666667,28.5,0.3715,7.5,46.5,27.5,12.5,4.5
109,2018/8/7 7:00,0.165,0.005685932,34.36166667,69.59166667,28,0.414,12,44,27,11,5
110,2018/8/7 8:00,0.056666667,0.005686284,36.89333333,60.64,29,0.363,10,48,28,10,6
111,2018/8/7 9:00,0.07,0.005686443,36.04833333,62.42833333,29,0.388,9,53,28,11,5
112,2018/8/7 10:00,0.1,0.005686785,35.21333333,65.52,32,0.356,11,56,31,11,5
113,2018/8/7 11:00,0.098333333,0.00568714,36.52166667,62.12,33,0.371,11,61,32,10,6
114,2018/8/7 12:00,0.1,0.005687499,35.905,63.945,33,0.386,12,67,32,11,6
115,2018/8/7 13:00,0.105,0.00568786,34.67833333,67.72666667,33,0.378,10,66,32,12,5
116,2018/8/7 14:00,0.123333333,0.005688304,34.07333333,69.95666667,29,0.9,9,63,28,14,5
117,2018/8/7 15:00,0.131666667,0.005688737,33.19833333,72.425,30,0.333,10,60,28,13,5
118,2018/8/7 16:00,0.113333333,0.005689159,31.96666667,75.925,44,0.356,9,56,43,18,5
119,2018/8/7 17:00,0.171666667,0.005689684,30.89166667,79.08333333,32,0.356,9,49,31,15,5
120,2018/8/7 18:00,1.048333333,0.005691285,28.545,89.09166667,32,0.367,12,47,31,11,4
121,2018/8/7 19:00,2.745,0.005698731,27.84833333,92.84833333,30,0.378,15,41,29,12,5
122,2018/8/7 20:00,3.74,0.005709993,27.55166667,94.26,32,0.367,15,37,31,13,5
123,2018/8/7 21:00,4.89,0.005726293,27.31,95.61166667,27,0.333,18,32,26,11,6
124,2018/8/7 22:00,6.321666667,0.005745746,27.18833333,96.77333333,27,0.362,16,32,26,12,7
125,2018/8/7 23:00,7.003333333,0.005770486,27.08333333,97.34333333,27,0.362,9,37,26,10,5
126,2018/8/8 0:00,10.28666667,0.0057986,26.79833333,98.24166667,26,0.325,8,39,25,10,5
127,2018/8/8 1:00,9.531666667,0.005838595,26.82,98.73,26,0.325,7,40,25,10,6
128,2018/8/8 2:00,7.795,0.00586711,26.84666667,98.66666667,22,0.325,4,42,21,10,5
129,2018/8/8 3:00,39.805,0.005910021,26.43833333,99.60333333,23,0.325,3,42,22,8,4
130,2018/8/8 4:00,281.075,0.006542673,26.405,100.55,24.5,0.3625,7.5,37,23.5,10,4.5
131,2018/8/8 5:00,307.3733333,0.007678971,26.755,99.69666667,24.5,0.3625,7.5,37,23.5,10,4.5
132,2018/8/8 6:00,30.825,0.008233643,32.21,77.17333333,24.5,0.3625,7.5,37,23.5,10,4.5
133,2018/8/8 7:00,0.806666667,0.008256896,35.98166667,63.57333333,26,0.4,12,32,25,12,5
134,2018/8/8 8:00,0.098333333,0.008257867,37.585,58.515,27,0.438,9,37,26,10,6
135,2018/8/8 9:00,0.1,0.008258223,37.54666667,58.87666667,27,0.425,8,47,26,9,6
136,2018/8/8 10:00,0.1,0.008258583,37.02666667,60.05,34,0.4,13,59,33,10,8
137,2018/8/8 11:00,0.133333333,0.008258981,36.07166667,62.685,38,0.456,12,71,37,17,8
138,2018/8/8 12:00,0.198333333,0.0082596,35.41833333,64.185,41,0.55,13,89,40,17,11
139,2018/8/8 13:00,0.2,0.00826032,34.36333333,68.365,44,0.5,11,99,43,21,8
140,2018/8/8 14:00,0.215,0.008261045,33.51333333,71.41,39,0.478,13,100,38,19,7
141,2018/8/8 15:00,0.3,0.008261997,33.23666667,72.315,43,0.822,13,99,42,22,6
142,2018/8/8 16:00,0.308333333,0.00826308,32.945,73.25166667,46,0.45,15,94,45,19,18
143,2018/8/8 17:00,0.361666667,0.008264306,31.47833333,77.27666667,45,0.45,16,89,40,18,7
144,2018/8/8 18:00,1.161666667,0.008266358,29.04,86.825,47,0.433,16,81,41,18,6
145,2018/8/8 19:00,11.25166667,0.008284619,28.05833333,92.10666667,47,0.467,20,75,37,16,6
146,2018/8/8 20:00,24.15,0.008353932,27.665,94.305,45,0.478,22,73,37,15,7
147,2018/8/8 21:00,38.68333333,0.008467466,27.23166667,96.11166667,43,0.544,23,68,36,20,26
148,2018/8/8 22:00,42.06,0.008616399,27.02166667,97.42833333,41,0.478,23,61,37,24,8
149,2018/8/8 23:00,31.145,0.008749157,26.985,97.52,40,0.422,19,59,39,17,8
150,2018/8/9 0:00,48.25,0.008881029,27.185,98.43333333,36,0.462,12,61,31,14,7
151,2018/8/9 1:00,35.97166667,0.009037147,26.98166667,99.37333333,32,0.475,14,57,31,14,7
152,2018/8/9 2:00,34.39333333,0.009168374,27.155,99.605,40,0.438,17,53,39,14,6
153,2018/8/9 3:00,35.745,0.009288321,27.005,100.115,37,0.463,19,44,36,14,6
154,2018/8/9 4:00,247.7766667,0.009642313,26.95,100.7766667,41.5,0.544,24,39,40.5,16,7
155,2018/8/9 5:00,482.7383333,0.011186128,27.175,100.75,41.5,0.544,24,39,40.5,16,7
156,2018/8/9 6:00,99.375,0.012233843,29.24833333,94.27333333,41.5,0.544,24,39,40.5,16,7
157,2018/8/9 7:00,9.36,0.012365734,31.8,83.91,46,0.625,29,34,45,18,8
158,2018/8/9 8:00,3.015,0.012383831,32.79666667,80.00166667,49,0.622,29,41,48,19,9
159,2018/8/9 9:00,0.303333333,0.012387819,35.625,69.91666667,53,0.733,26,55,54,17,11
160,2018/8/9 10:00,0.231666667,0.012388743,36.35333333,66.62833333,53,0.822,29,76,54,22,12
161,2018/8/9 11:00,0.136666667,0.012389366,36.63,64.15,59,0.911,24,124,66,27,10
162,2018/8/9 12:00,0.148333333,0.012389942,38.92333333,54.88333333,76,0.911,21,158.5,81,40,9.5
163,2018/8/9 13:00,0.201666667,0.012390477,36.82333333,61.24666667,93,0.911,18,193,96,53,9
164,2018/8/9 14:00,0.348333333,0.012391499,34.31833333,66.80833333,97,0.967,18,180,115,72,6
165,2018/8/9 15:00,0.398333333,0.012392879,32.98833333,71.51166667,83,0.856,18,143,110,61,6
166,2018/8/9 16:00,0.488333333,0.012394453,31.34666667,76.63166667,81,0.888,20,147,92,54,20
167,2018/8/9 17:00,0.988333333,0.012396833,30.25833333,81.32833333,91,0.743,20,143,95,40,5
168,2018/8/9 18:00,1.801666667,0.012401787,29.84833333,84.83833333,97,0.822,22,133,79,35,5
169,2018/8/9 19:00,2.593333333,0.012411095,29.45833333,83.57,96,0.744,24,121,68,40,5
170,2018/8/9 20:00,0.971666667,0.012416538,30.24166667,74.90333333,89,0.667,27,96,57,30,5
171,2018/8/9 21:00,0.621666667,0.012419536,30.125,69.21,78,0.644,27,89,53,18,5
172,2018/8/9 22:00,0.48,0.012421307,29.265,68.935,69,0.633,25,91,50,16,6
173,2018/8/9 23:00,0.49,0.012423096,28.36166667,70.99833333,63,0.644,25,90,49,18,7
174,2018/8/10 0:00,0.5,0.012424859,27.92833333,71.56166667,58,0.622,19,97,53,20,7
175,2018/8/10 1:00,0.555,0.01242671,27.54,73.88166667,52,0.622,19,92,51,21,6
176,2018/8/10 2:00,0.783333333,0.012429094,26.525,78.84333333,55,0.644,20,86,58,23,7
177,2018/8/10 3:00,1.186666667,0.012432582,25.38833333,84.54833333,57,0.644,22,78,61,26,6
178,2018/8/10 4:00,1.77,0.012438067,25.05333333,86.90666667,59,0.7,32,60.5,65.5,28,6.5
179,2018/8/10 5:00,1.161666667,0.01244364,25.875,83.82833333,59,0.7,32,60.5,65.5,28,6.5
180,2018/8/10 6:00,0.366666667,0.012446182,31.67,62.99,59,0.7,32,60.5,65.5,28,6.5
181,2018/8/10 7:00,0.2,0.012447078,34.17333333,54.98833333,61,0.756,42,43,70,30,7
182,2018/8/10 8:00,0.198333333,0.012447793,35.04,55.87666667,68,0.778,43,66,84,29,8
183,2018/8/10 9:00,0.2,0.012448512,36.59666667,50.82666667,70,0.789,40,102,88,32,8
184,2018/8/10 10:00,0.2,0.012449232,35.94166667,53.31166667,70,0.767,34,136,87,37,9
185,2018/8/10 11:00,0.198333333,0.012449947,35.345,52.15666667,65,0.7,27,153,78,32,11
186,2018/8/10 12:00,0.198333333,0.012450665,35.295,53.56166667,70,0.7,21,175,66,31,9
187,2018/8/10 13:00,0.198333333,0.012451376,34.05833333,57.60666667,63,0.622,18,169,66,27,8
188,2018/8/10 14:00,0.2,0.012452094,33.355,60.99333333,72,0.6,17,167,46,21,8
189,2018/8/10 15:00,0.2,0.012452814,32.92,62.12833333,84,0.611,19,154,41,18,6
190,2018/8/10 16:00,0.2,0.012453534,34.28166667,58.215,93,0.6,21,149,40,15,6
191,2018/8/10 17:00,0.2,0.012454254,31.74333333,65.98666667,96,0.6,21,139,37,13,6
192,2018/8/10 18:00,0.323333333,0.012455116,28.225,78.715,96,0.622,26,124,35,15,6
193,2018/8/10 19:00,0.648333333,0.012456885,27.08,83.57333333,91,0.678,32,109,39,14,6
194,2018/8/10 20:00,0.886666667,0.012459552,26.9,83.98166667,83,0.633,31,100,39,15,6
195,2018/8/10 21:00,1.045,0.012463262,26.715,84.72,75,0.656,34,90,37,15,8
196,2018/8/10 22:00,1.001666667,0.012467014,27.17,82.675,66,0.638,38,76,45,17,6
197,2018/8/10 23:00,0.763333333,0.012470162,27.065,79.21666667,57,0.65,39,71,39,18,6
198,2018/8/11 0:00,0.738333333,0.012472801,27.48,78.995,49,0.7,46,55,42,17,6
199,2018/8/11 1:00,0.563333333,0.012475141,27.99666667,73.50833333,53,0.688,50,48,53,19,8
200,2018/8/11 2:00,0.755,0.012477406,26.86333333,80.03166667,56,0.663,54,41,59,21,7
201,2018/8/11 3:00,1.113333333,0.012480679,25.62666667,85.08166667,62,0.675,55,36,72,21,7
202,2018/8/11 4:00,1.655,0.012485618,25.255,86.88666667,66,0.7315,56.5,33,79.5,23,12.5
203,2018/8/11 5:00,1.291666667,0.012491569,26.265,83.98833333,66,0.7315,56.5,33,79.5,23,12.5
204,2018/8/11 6:00,0.421666667,0.012494304,29.47333333,71.29833333,66,0.7315,56.5,33,79.5,23,12.5
205,2018/8/11 7:00,0.205,0.012495336,35.56666667,52.375,70,0.788,58,30,87,25,18
206,2018/8/11 8:00,0.128333333,0.012495958,36.555,50.38666667,70,0.738,43,80,88,30,10
207,2018/8/11 9:00,0.1,0.012496335,35.89833333,52.8,61,0.587,22,110,70,26,7
208,2018/8/11 10:00,0.1,0.012496695,36.01666667,55.04333333,48,0.511,13,113,47,16,5
209,2018/8/11 11:00,0.1,0.012497055,35.42333333,57.345,38,0.467,12,119,35,14,5
210,2018/8/11 12:00,0.105,0.012497429,35.225,59.09333333,40,0.467,8,122,38,12,5
211,2018/8/11 13:00,0.111666667,0.01249781,34.4,62.83166667,46,0.467,7,124,29,11,5
212,2018/8/11 14:00,0.145,0.012498263,33.75833333,64.83833333,54,0.478,9,122,29,12,5
213,2018/8/11 15:00,0.191666667,0.012498879,32.11,69.44,63,0.456,9,124,29,10,5
214,2018/8/11 16:00,0.175,0.012499574,32.905,67.50666667,67,0.467,10,122,33,9,5
215,2018/8/11 17:00,0.168333333,0.012500088,31.12333333,73.91166667,68,0.5,14,115,31,10,5
216,2018/8/11 18:00,0.561666667,0.012501301,28.24666667,86.81833333,69,0.511,12,116,33,12,5
217,2018/8/11 19:00,2.243333333,0.01250567,27.585,91.37333333,67,0.589,18,108,34,11,5
218,2018/8/11 20:00,5.695,0.01251996,27.50666667,92.54833333,65,0.6,22,95,34,14,5
219,2018/8/11 21:00,11.85833333,0.012550028,26.88166667,94.40166667,61,0.589,19,94,35,14,6
220,2018/8/11 22:00,24.67833333,0.012616636,26.725,94.85166667,58,0.544,17,91,30,14,5
221,2018/8/11 23:00,24.32,0.012707883,26.31666667,96.52666667,56,0.522,16,94,30,12,5
222,2018/8/12 0:00,28.90333333,0.012805883,26.07833333,97.47166667,52,0.511,9,95,28,12,5
223,2018/8/12 1:00,17.57,0.012889815,25.96666667,95.335,46,0.511,9,91,28,11,5
224,2018/8/12 2:00,10.25,0.012937267,26.05833333,93.46833333,44,0.489,10,83,30,11,5
225,2018/8/12 3:00,6.413333333,0.012966833,26.06166667,92.87,43,0.478,7,83,27,11,5
226,2018/8/12 4:00,6.498333333,0.0129892,25.55,94.42,41.5,0.528,15.5,75.5,32,13.5,5.5
227,2018/8/12 5:00,2.993333333,0.013007959,26.57333333,90.59666667,41.5,0.528,15.5,75.5,32,13.5,5.5
228,2018/8/12 6:00,0.718333333,0.013013198,30.87333333,74.175,41.5,0.528,15.5,75.5,32,13.5,5.5
229,2018/8/12 7:00,0.248333333,0.013014696,33.64666667,64.18,40,0.578,24,68,37,16,6
230,2018/8/12 8:00,0.2,0.013015452,35.89166667,58.085,44,0.55,15,88,39,17,7
231,2018/8/12 9:00,0.2,0.013016172,35.08833333,60.82666667,41,0.489,8,94,40,14,5
232,2018/8/12 10:00,0.2,0.013016892,35.43166667,61.95166667,41,0.5,8,92,35,15,5
233,2018/8/12 11:00,0.2,0.013017612,34.83166667,65.03,42,0.478,7,92,39,14,5
234,2018/8/12 12:00,0.2,0.013018332,35.405,63.32333333,42,0.456,7,89,32,15,5
235,2018/8/12 13:00,0.2,0.013019052,34.81,65.71666667,43,0.444,7,86,34,14,5
236,2018/8/12 14:00,0.2,0.013019772,34.01666667,68.43333333,44,0.422,4,89,29,11,4
237,2018/8/12 15:00,0.2,0.013020492,32.16166667,73.28,45,0.433,5,81,26,10,5
238,2018/8/12 16:00,0.2,0.013021212,31.97,73.34666667,44,0.4,6,74,37,14,4
239,2018/8/12 17:00,0.198333333,0.013021931,29.99833333,80.93666667,43,0.411,8,72,38,13,4
240,2018/8/12 18:00,0.401666667,0.013022871,28.46333333,88.49666667,41,0.422,10,67,31,11,4
241,2018/8/12 19:00,1.048333333,0.013025348,27.84333333,90.83833333,40,0.433,9,67,35,13,4
242,2018/8/12 20:00,1.511666667,0.013030312,27.73166667,91.545,38,0.422,10,65,35,16,4
243,2018/8/12 21:00,1.956666667,0.013035795,27.36333333,93.28333333,40,0.411,10,67,39,16,4
244,2018/8/12 22:00,2.206666667,0.013044013,27.64666667,93.405,38,0.4,7,63,37,20,5
245,2018/8/12 23:00,2.14,0.013051875,27.42166667,94.03333333,37,0.356,4,50,36,18,4
246,2018/8/13 0:00,2.125,0.013059844,26.98,94.41,31,0.322,4,40,28,11,4
